artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,82,True,0.554,0.498,A,-8.866,Major,0.0685,0.23,5.98e-06,0.795,0.413,79.635,4,,Studio Album,03:10,2019,May,Friday
"Tyler, The Creator",Thought I Was Dead (feat. ScHoolboy Q & Santigold),2aYHxnMF2umAavtgBvmkY1,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,81,True,0.77,0.859,A#/Bb,-3.382,Minor,0.275,0.362,0.0,0.673,0.64,129.77,4,"ScHoolboy Q, Santigold",Studio Album,03:27,2024,October,Monday
"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,89,True,0.558,0.559,F#/Gb,-9.222,Major,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4,Kali Uchis,Studio Album,03:00,2017,July,Friday
"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,5iUwaD3wFVwfaAfs9Z0eCh,2020-01-25,83,True,0.596,0.575,B,-8.325,Minor,0.0514,0.0861,0.000153,0.334,0.34,98.265,3,,Single,02:07,2020,January,Saturday
"Tyler, The Creator",Noid,1YdtGoSYDvVQKoUqSDXX41,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,82,True,0.38,0.784,C#/Db,-6.004,Major,0.299,0.523,0.000139,0.494,0.418,82.318,4,,Studio Album,04:44,2024,October,Monday
"Tyler, The Creator",ARE WE STILL FRIENDS?,5TxRUOsGeWeRl3xOML59Ai,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,80,True,0.216,0.497,A#/Bb,-8.025,Major,0.0371,0.128,2.39e-06,0.111,0.313,187.308,3,,Studio Album,04:25,2019,May,Friday
"Tyler, The Creator",Noid,1tnZxHryc2wWtjUZC1LQw5,Noid,4OjzAZXWalqQN5STXHPJdl,2024-10-21,82,True,0.38,0.77,C#/Db,-5.993,Major,0.242,0.473,0.000151,0.243,0.47,82.157,4,,Single,04:47,2024,October,Monday
"Tyler, The Creator",St. Chroma (feat. Daniel Caesar),1QoyuMHNBe7lg3YW4Qtll4,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,85,True,0.576,0.884,C,-5.058,Major,0.555,0.357,0.0,0.368,0.373,150.45,4,Daniel Caesar,Studio Album,03:17,2024,October,Monday
"Tyler, The Creator",I Killed You,3GdwjAsCsoE79ObhsJFyYb,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,80,True,0.749,0.896,D,-4.909,Major,0.219,0.356,0.00075,0.267,0.447,97.121,4,,Studio Album,02:48,2024,October,Monday
"Tyler, The Creator",NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,81,True,0.621,0.73,F,-5.414,Minor,0.107,0.0967,0.000131,0.673,0.464,139.566,4,,Studio Album,03:15,2019,May,Friday
"Tyler, The Creator","GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,77,True,0.518,0.492,A#/Bb,-8.436,Minor,0.193,0.216,0.0012,0.146,0.471,78.848,4,,Studio Album,06:15,2019,May,Friday
"Tyler, The Creator",Tomorrow,3yw3m8wgRB4ptDyAvtdhq5,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,79,True,0.463,0.541,C#/Db,-6.594,Major,0.0385,0.811,6.61e-05,0.125,0.307,95.827,4,,Studio Album,03:02,2024,October,Monday
"Tyler, The Creator",She,0SA0mMXWh23raZ6xzOCU2V,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,75,True,0.35,0.621,G#/Ab,-6.495,Minor,0.233,0.256,3.44e-05,0.613,0.459,83.375,4,Frank Ocean,Studio Album,04:13,2011,May,Monday
"Tyler, The Creator",I THINK,4f8Mh5wuWHOsfXtzjrJB3t,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,73,True,0.826,0.579,G#/Ab,-8.241,Minor,0.0801,0.00881,0.0,0.129,0.431,121.075,4,,Studio Album,03:32,2019,May,Friday
"Tyler, The Creator",Judge Judy,6ie0uyyvOKTTuIFBMPiNIl,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,80,True,0.622,0.661,C#/Db,-5.906,Major,0.0826,0.297,0.000135,0.165,0.362,76.331,4,,Studio Album,04:29,2024,October,Monday
"Tyler, The Creator",Like Him (feat. Lola Young),6jbYpRPTEFl1HFKHk1IC0m,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,79,True,0.392,0.555,E,-6.707,Minor,0.039,0.287,0.000253,0.13,0.191,96.063,3,Lola Young,Studio Album,04:38,2024,October,Monday
"Tyler, The Creator",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),4BSR9I4ExlCJdXJo2GpBD5,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,80,True,0.503,0.658,F#/Gb,-5.823,Minor,0.154,0.46,0.0,0.382,0.515,121.784,5,"Daniel Caesar, LaToiya Williams",Studio Album,04:13,2024,October,Monday
"Tyler, The Creator",Answer,6rqj2zeKhLy3exkuFi6mSz,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,72,True,0.352,0.838,G#/Ab,-6.465,Minor,0.0496,0.00329,5.74e-06,0.115,0.475,72.291,4,,Studio Album,03:50,2013,April,Monday
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,74,True,0.493,0.653,C,-5.666,Minor,0.0466,0.269,0.0,0.511,0.852,142.347,4,"YoungBoy Never Broke Again, Ty Dolla $ign",Studio Album,02:01,2021,June,Friday
"Tyler, The Creator",A BOY IS A GUN*,1nXZnTALNXiPlvXotqHm66,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,71,True,0.417,0.689,D,-8.302,Minor,0.178,0.575,0.0,0.496,0.505,79.568,4,,Studio Album,03:30,2019,May,Friday
"Tyler, The Creator",I Hope You Find Your Way Home,0pvZCv4JOS5WBu7JITYef6,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,78,True,0.621,0.596,E,-4.35,Major,0.0607,0.294,5.53e-05,0.134,0.207,112.188,4,,Studio Album,04:29,2024,October,Monday
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,74,True,0.468,0.652,C,-4.912,Major,0.0722,0.333,0.000318,0.55,0.39,140.223,4,"Brent Faiyaz, Fana Hues",Studio Album,09:48,2021,June,Friday
"Tyler, The Creator",RUNNING OUT OF TIME,5QvBXUm5MglLJ3iBfTX2Wo,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,74,True,0.36,0.391,F#/Gb,-10.6,Major,0.0528,0.296,0.000406,0.129,0.162,84.281,4,,Studio Album,02:57,2019,May,Friday
"Tyler, The Creator",PUPPET,0wEC0GNF74lAqrEFZJMl1m,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,70,True,0.508,0.557,G#/Ab,-8.967,Minor,0.0478,0.00235,0.0134,0.588,0.199,77.572,4,,Studio Album,02:59,2019,May,Friday
"Tyler, The Creator",IFHY (feat. Pharrell),0NjW4SKY3gbfl2orl1p8hr,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,71,True,0.358,0.715,G,-6.181,Major,0.331,0.197,0.0,0.581,0.275,85.478,4,Pharrell Williams,Studio Album,05:19,2013,April,Monday
"Tyler, The Creator",DOGTOOTH,6OfOzTitafSnsaunQLuNFw,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,71,True,0.706,0.648,G#/Ab,-6.348,Major,0.324,0.505,0.0,0.215,0.802,77.533,4,,Album Deluxe,02:41,2023,March,Friday
"Tyler, The Creator","FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",46CA1H0T1r7u5lDUtVveAh,Cherry Bomb,621OhgnZJ7Pz8iUazct1In,2015-04-13,64,True,0.232,0.705,F,-6.928,Major,0.0997,0.032,6.6e-05,0.185,0.352,74.28,4,"Charlie Wilson, Chaz Bundick, Syd, Kali Uchis",Studio Album,06:41,2015,April,Monday
"Tyler, The Creator",Balloon (feat. Doechii),35D1RA5uVFVhMc1qX80TaQ,CHROMAKOPIA,0U28P0QVB1QRxpqp5IHOlH,2024-10-28,78,True,0.437,0.868,F#/Gb,-3.03,Major,0.112,0.731,0.0,0.234,0.475,111.774,4,Doechii,Studio Album,02:34,2024,October,Monday
"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,73,True,0.48,0.61,C,-7.042,Major,0.305,0.0456,0.0,0.313,0.297,90.034,4,"Frank Ocean, Steve Lacy",Studio Album,04:15,2017,July,Friday
"Tyler, The Creator","BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)",2sFEmuVVAa2klHwhFaT0rR,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,61,True,0.778,0.847,F#/Gb,-3.422,Minor,0.0605,0.421,0.000363,0.35,0.658,109.226,4,YG,Album Deluxe,03:24,2023,March,Friday
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),4ydmav4vl7hebadtfZtMrg,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,63,True,0.467,0.635,G,-6.115,Major,0.154,0.314,4.16e-06,0.844,0.51,127.596,3,DJ Drama,Studio Album,01:28,2021,June,Friday
"Tyler, The Creator",IGOR'S THEME,51RN0kzWd7xeR4th5HsEtW,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,69,False,0.467,0.672,A#/Bb,-7.371,Minor,0.377,0.00559,0.243,0.607,0.0648,163.1,4,,Studio Album,03:20,2019,May,Friday
"Tyler, The Creator",WHAT'S GOOD,6bOkaEXc5CopinGazSLokx,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,67,True,0.458,0.909,C#/Db,-6.553,Major,0.487,0.0567,4.26e-06,0.11,0.449,118.227,4,,Studio Album,03:25,2019,May,Friday
"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,5A0M6B0RBSXSNWv0wcppZ9,IGOR,5zi7WsKlIiUXv09tbGLKsE,2019-05-17,67,True,0.638,0.522,G#/Ab,-9.814,Major,0.0932,0.352,0.0663,0.165,0.584,142.952,4,,Studio Album,02:41,2019,May,Friday
"Tyler, The Creator",SORRY NOT SORRY,410ZZP746AQeiywhKvXWCo,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,68,True,0.481,0.797,F#/Gb,-4.094,Minor,0.201,0.404,0.0,0.368,0.495,96.237,3,,Album Deluxe,03:26,2023,March,Friday
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),7z4xW9WY86uH3gd1V9pfCM,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,65,True,0.827,0.571,B,-7.949,Major,0.366,0.0195,0.0,0.166,0.62,142.034,4,"Lil Uzi Vert, Pharrell Williams",Studio Album,02:26,2021,June,Friday
"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),21yRtB6B8EMounImAfHRCP,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,65,True,0.706,0.485,G#/Ab,-9.671,Major,0.331,0.337,0.0,0.122,0.144,115.414,4,A$AP Rocky,Studio Album,03:25,2017,July,Friday
"Tyler, The Creator","Enjoy Right Now, Today",3R1Vu4Ws7UitwDxDHTol0P,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,56,False,0.729,0.675,C#/Db,-6.008,Major,0.187,0.037,0.847,0.0891,0.654,162.126,4,,Studio Album,03:55,2017,July,Friday
"Tyler, The Creator",WHAT A DAY,3v3gyQkwRQGwDUZ7V2q2lF,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,63,True,0.484,0.828,A#/Bb,-6.29,Minor,0.258,0.529,0.0,0.163,0.769,88.939,4,,Album Deluxe,03:36,2023,March,Friday
"Tyler, The Creator",WHARF TALK (feat. A$AP Rocky),3u9PAti8muEXXvEjeFpQK0,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,65,True,0.788,0.744,B,-6.022,Major,0.069,0.189,5.74e-05,0.196,0.681,96.445,4,A$AP Rocky,Album Deluxe,03:24,2023,March,Friday
"Tyler, The Creator",Glitter,0qtK3XwbuG153dmwB8iepL,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,67,True,0.449,0.434,C#/Db,-11.777,Major,0.243,0.306,2.76e-06,0.633,0.371,78.57,5,,Studio Album,03:44,2017,July,Friday
"Tyler, The Creator",Yonkers,1nwkSqzTyXBk6XF796EOav,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,61,True,0.712,0.759,B,-5.397,Major,0.334,0.0161,0.0808,0.217,0.738,79.102,4,,Studio Album,04:09,2011,May,Monday
"Tyler, The Creator",Lone,6oVFpdtDzSgRLv8rUgFVUW,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,55,True,0.362,0.761,D,-8.509,Minor,0.241,0.442,0.0,0.741,0.586,80.355,4,,Studio Album,03:57,2013,April,Monday
"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),6KuXb26rHuRy3ZDse1VRmx,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,71,True,0.686,0.429,G#/Ab,-10.402,Minor,0.15,0.71,3.41e-06,0.166,0.27,130.09,4,Frank Ocean,Studio Album,03:14,2017,July,Friday
"Tyler, The Creator",HEAVEN TO ME,4Z1ZlABSKDlVByJL3y5OVs,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,60,True,0.407,0.932,F#/Gb,-5.253,Major,0.406,0.273,0.0,0.676,0.396,174.849,4,,Album Deluxe,03:50,2023,March,Friday
"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),3JJL91ilRV6fXhKqu0FGXs,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,68,True,0.371,0.75,G,-5.382,Minor,0.402,0.601,0.0,0.482,0.729,173.456,4,Lil Wayne,Studio Album,02:35,2021,June,Friday
"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,67,True,0.559,0.578,G#/Ab,-9.54,Major,0.151,0.79,0.000522,0.324,0.239,79.938,4,"Rex Orange County, Anna of the North",Studio Album,05:20,2017,July,Friday
"Tyler, The Creator",Colossus,5AnVuHLmgipXkFmBvj2Q6H,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,63,True,0.442,0.6,D,-9.087,Major,0.357,0.267,0.0,0.31,0.725,82.462,1,,Studio Album,03:33,2013,April,Monday
"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),078C2jXg7XsMgW78Gfx1JA,Cherry Bomb,621OhgnZJ7Pz8iUazct1In,2015-04-13,66,True,0.427,0.849,G,-2.945,Major,0.348,0.015,0.00373,0.153,0.55,79.155,4,"Lil Wayne, Kanye West",Studio Album,05:34,2015,April,Monday
"Tyler, The Creator",Awkward,6c7l5gpEyCNGr86jsWneGy,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,57,True,0.472,0.777,G#/Ab,-8.666,Major,0.294,0.225,0.0283,0.195,0.673,153.78,4,,Studio Album,03:47,2013,April,Monday
"Tyler, The Creator",48,2wK7y55bzry7tUDmDqYaz7,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,59,True,0.558,0.887,C#/Db,-8.083,Major,0.265,0.132,0.0,0.89,0.537,119.91,4,,Studio Album,04:07,2013,April,Monday
"Tyler, The Creator",Treehome95 (feat. Coco O. & Erykah Badu),2vLwhcsvRd1f2ETft1kWDN,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,59,True,0.721,0.539,B,-8.726,Major,0.362,0.217,0.00257,0.419,0.377,81.971,4,"Coco O., Erykah Badu",Studio Album,03:00,2013,April,Monday
"Tyler, The Creator",Tron Cat,3o3K5bwHFP36MqOLa0WSw3,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,53,True,0.632,0.634,G#/Ab,-8.415,Major,0.274,0.0302,0.0,0.153,0.39,81.0,4,,Studio Album,04:13,2011,May,Monday
"Tyler, The Creator",November,4XDpeWqPADoWRKcUY3dC84,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,63,True,0.547,0.759,C#/Db,-7.039,Minor,0.413,0.354,2.15e-05,0.676,0.575,91.85,4,,Studio Album,03:45,2017,July,Friday
"Tyler, The Creator",435,5xJeZ6tLPOXNIrrphEIuay,435,5wWkfNvfwMfQFbas9Gjggq,2018-06-08,62,True,0.539,0.804,A#/Bb,-5.504,Minor,0.172,0.00247,0.000185,0.463,0.798,85.752,4,,Single,01:33,2018,June,Friday
"Tyler, The Creator",Pothole (feat. Jaden Smith),5SxlUF7J8tyFIEF22EomeP,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,62,True,0.543,0.572,B,-8.974,Major,0.338,0.51,7.23e-06,0.28,0.569,89.386,4,Jaden,Studio Album,03:57,2017,July,Friday
"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),13HsOwrwTA5HgLuoaDHncP,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,61,True,0.665,0.469,A#/Bb,-7.778,Minor,0.13,0.565,0.000317,0.219,0.142,115.852,4,Teezo Touchdown,Studio Album,03:49,2021,June,Friday
"Tyler, The Creator",STUNTMAN (feat. Vince Staples),6S4WM9LW6oGkAtBFePffh2,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,57,True,0.731,0.663,C#/Db,-7.758,Major,0.246,0.0568,0.0,0.781,0.43,95.972,4,Vince Staples,Album Deluxe,03:19,2023,March,Friday
"Tyler, The Creator",I Ain't Got Time!,430qNtapCS3Ue1yoSql1oV,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,60,True,0.549,0.725,C#/Db,-7.239,Major,0.397,0.0539,3.52e-05,0.148,0.547,108.822,4,,Studio Album,03:26,2017,July,Friday
"Tyler, The Creator",Goblin,5LJD1sBRPnDkhWs2D5qRk2,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,50,True,0.456,0.529,F,-12.651,Minor,0.828,0.534,0.0,0.219,0.444,78.235,4,,Single,06:48,2011,May,Monday
"Tyler, The Creator",CORSO,46oHvXwpEZOFX518we1nJD,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,64,True,0.703,0.845,A#/Bb,-4.851,Minor,0.337,0.169,0.0,0.122,0.745,97.672,4,,Studio Album,02:26,2021,June,Friday
"Tyler, The Creator","FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",7er0EUMY653mxZ1NVD9mwQ,Cherry Bomb,621OhgnZJ7Pz8iUazct1In,2015-04-13,61,True,0.53,0.427,A,-7.338,Minor,0.0275,0.405,0.0832,0.0976,0.195,75.111,4,"Roy Ayers, Syd, Kali Uchis",Studio Album,02:59,2015,April,Monday
"Tyler, The Creator",Pigs,5L4n81Ecf8UE837uJkuoJJ,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,52,True,0.406,0.734,C#/Db,-6.983,Minor,0.246,0.0275,0.000978,0.0768,0.488,80.208,4,,Studio Album,04:14,2013,April,Monday
"Tyler, The Creator",RISE! (feat. DAISY WORLD),4Hta7Oy5W9HD0UgT1P8PPV,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,59,True,0.766,0.814,D,-3.367,Major,0.0733,0.044,1.08e-05,0.195,0.481,108.07,4,DAISY WORLD,Studio Album,03:23,2021,June,Friday
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),65Cev4uzaAUqfqu0oxepew,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,56,True,0.467,0.635,G,-6.115,Major,0.154,0.314,4.16e-06,0.844,0.51,127.596,3,DJ Drama,Album Deluxe,01:28,2023,March,Friday
"Tyler, The Creator",Domo23,75kiQfmmuQwgquZ9RLSvuA,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,56,True,0.727,0.565,C#/Db,-5.564,Minor,0.356,0.167,0.0,0.262,0.597,133.094,4,,Studio Album,02:38,2013,April,Monday
"Tyler, The Creator",WOLF,2JZpS2sOdJy37oBpn1GuPW,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,57,True,0.426,0.303,C#/Db,-11.52,Minor,0.0787,0.316,0.00795,0.411,0.383,139.042,4,,Studio Album,01:49,2013,April,Monday
"Tyler, The Creator",OKRA,74ZovzRxHBvCq5yIwe8boh,OKRA,0dXN05tQ4StX1W0lwN95Q6,2018-03-30,56,True,0.589,0.57,C#/Db,-9.54,Major,0.361,0.0456,1.51e-06,0.137,0.441,136.203,4,,Single,02:31,2018,March,Friday
"Tyler, The Creator",CORSO,2M6P0j9uCqFzx8u9P4VxNi,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,57,True,0.703,0.845,A#/Bb,-4.851,Minor,0.337,0.169,0.0,0.122,0.745,97.672,4,,Album Deluxe,02:26,2023,March,Friday
"Tyler, The Creator",Fish,6VkmMpgrvypnV9dTLwaDdW,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,46,True,0.694,0.505,G#/Ab,-12.436,Major,0.331,0.319,0.0,0.0809,0.212,119.271,4,,Studio Album,06:19,2011,May,Monday
"Tyler, The Creator",SAFARI,09xpQPfKWdio1wx6v17dGa,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,59,True,0.471,0.71,C#/Db,-6.462,Minor,0.213,0.0618,1.7e-06,0.338,0.599,80.453,4,,Studio Album,02:57,2021,June,Friday
"Tyler, The Creator",BLESSED,2X5m6irq8boS50Efx4oWew,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,55,True,0.336,0.613,G#/Ab,-7.869,Major,0.123,0.389,9.99e-05,0.765,0.741,40.319,4,,Studio Album,00:57,2021,June,Friday
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),0pR5vcd51X9wyACCiolHNR,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,58,True,0.468,0.652,C,-4.912,Major,0.0722,0.333,0.000318,0.55,0.39,140.223,4,"Brent Faiyaz, Fana Hues",Album Deluxe,09:48,2023,March,Friday
"Tyler, The Creator",Garden Shed (feat. Estelle),6ACiYjq5Q7e6BlhZEHz7cd,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,65,True,0.423,0.456,D,-8.45,Minor,0.0579,0.381,0.016,0.12,0.148,112.984,4,Estelle,Studio Album,03:43,2017,July,Friday
"Tyler, The Creator",MASSA,2goHCrsDJaflEwQ930ef0o,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,61,True,0.685,0.855,C#/Db,-6.724,Minor,0.438,0.329,8.9e-05,0.301,0.46,157.181,4,,Studio Album,03:43,2021,June,Friday
"Tyler, The Creator",Sometimes...,4KgTrzmfiWNcVneh2Dd1Ou,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,59,True,0.552,0.415,D#/Eb,-11.996,Major,0.0451,0.959,0.000239,0.164,0.36,72.862,4,,Studio Album,00:36,2017,July,Friday
"Tyler, The Creator",WILSHIRE,1pbbsI2KGPOMu0HmuGccBu,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,62,True,0.555,0.712,C#/Db,-7.446,Major,0.323,0.0451,5.14e-06,0.182,0.555,78.958,4,,Studio Album,08:35,2021,June,Friday
"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),0lXJL0unztXDdIOXu5xCML,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,54,True,0.665,0.469,A#/Bb,-7.778,Minor,0.13,0.565,0.000317,0.219,0.142,115.852,4,Teezo Touchdown,Album Deluxe,03:49,2023,March,Friday
"Tyler, The Creator",Droppin' Seeds (feat. Lil' Wayne),39u2PsqrAZpZ0KPx6CjasV,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,60,True,0.401,0.532,F,-11.554,Minor,0.508,0.103,0.0,0.478,0.413,84.777,4,Lil Wayne,Studio Album,01:00,2017,July,Friday
"Tyler, The Creator",Her,0XDfOOlscDrr50Q0PERrVd,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,50,True,0.802,0.369,C#/Db,-13.218,Minor,0.432,0.00385,0.000101,0.114,0.494,145.834,4,,Studio Album,03:31,2011,May,Monday
"Tyler, The Creator",MOMMA TALK,6ZvghXQAXw2W9blIQbBVZW,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,49,True,0.488,0.59,C,-6.319,Major,0.247,0.696,0.0,0.661,0.498,96.446,5,,Album Deluxe,01:10,2023,March,Friday
"Tyler, The Creator",Rusty (feat. Domo Genesis & Earl Sweatshirt),4oQkcfukOHfKsmeoeXQLWC,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,57,True,0.503,0.677,B,-5.647,Major,0.248,0.00529,0.00024,0.396,0.364,81.28,4,"Domo Genesis, Earl Sweatshirt",Studio Album,05:09,2013,April,Monday
"Tyler, The Creator",Analog,3xFXkeyBtnysOlrQwYan5z,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,50,True,0.364,0.699,C,-9.473,Minor,0.29,0.00444,0.00093,0.772,0.427,87.083,5,Hodgy,Studio Album,02:54,2011,May,Monday
"Tyler, The Creator",MOMMA TALK,2HrRwAKgIzjTeuKoaj4akH,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,51,True,0.488,0.59,C,-6.319,Major,0.247,0.696,0.0,0.661,0.498,96.446,5,,Studio Album,01:10,2021,June,Friday
